Item Number,Category Name,Item Description,Vendor,Vendor Name,Bottle Volume__ml,Pack,Inner Pack,Age,Proof,List Date,UPC,SCC,State Bottle Cost,State Case Cost,State Bottle Retail,Report Date
64418,IMPORTED FLAVORED VODKA,CIROC SUMMER WATERMELON,260,DIAGEO AMERICAS,750,12,1,0,70,03/01/2020,88076183728,,16.49,197.88,24.74,03/01/2024
64487,IMPORTED CORDIALS & LIQUEURS,COMBIER PECHE VIGNE LIQUEUR,305,MHW LTD,750,6,1,0,40,04/01/2020,736040523789,10088004015142,14.17,85.02,21.26,03/01/2024
64389,TEMPORARY & SPECIALTY PACKAGES,CIROC SUMMER CITRUS,260,DIAGEO AMERICAS,750,12,1,0,70,03/01/2022,88076185395,10088004015142,16.49,197.88,24.74,03/01/2024
64497,CANADIAN WHISKIES,CANADIAN CLUB APPLE,065,JIM BEAM BRANDS,750,12,1,0,70,06/01/2018,80686818236,,8.00,96.00,12.00,03/01/2024
64510,IMPORTED FLAVORED VODKA,CIROC APPLE,260,DIAGEO AMERICAS,200,24,1,0,70,12/01/2015,88076180437,,5.00,120.00,7.50,03/01/2024
64511,IMPORTED FLAVORED VODKA,CIROC APPLE,260,DIAGEO AMERICAS,375,12,1,0,70,12/01/2015,88076180444,,9.25,111.00,13.88,03/01/2024
64512,IMPORTED FLAVORED VODKA,CIROC APPLE,260,DIAGEO AMERICAS,750,12,1,0,70,12/01/2015,88076180451,,16.49,197.88,24.74,03/01/2024
64513,IMPORTED FLAVORED VODKA,CIROC APPLE,260,DIAGEO AMERICAS,1000,12,1,0,70,12/01/2015,88076180468,10088004015142,22.75,273.00,34.13,03/01/2024
64529,AGED DARK RUM,BUMBU RUM,482,"SOVEREIGN BRANDS, LLC",750,6,1,0,70,06/01/2019,813497006109,,18.50,111.00,27.75,03/01/2024
64531,IMPORTED CORDIALS & LIQUEURS,COMBIER CASSIS LIQUEUR,305,MHW LTD,750,6,1,0,40,04/01/2020,736040523840,10088004015142,14.17,85.02,21.26,03/01/2024
64534,IMPORTED CORDIALS & LIQUEURS,COMBIER PAMPLEMOUSSE ROSE LIQUEUR,305,MHW LTD,750,6,1,0,32,04/01/2020,736040523765,,14.17,85.02,21.26,03/01/2024
64543,IMPORTED CORDIALS & LIQUEURS,THE BITTER TRUTH GOLDEN FALERNUM LIQUEUR,557,"WORLDWIDE LIBATIONS, LLC",750,6,1,0,36,08/01/2020,810255020223,10088004015142,19.00,114.00,28.50,03/01/2024
64558,IMPORTED CORDIALS & LIQUEURS,THE BITTER TRUTH VIOLET LIQUEUR,557,"WORLDWIDE LIBATIONS, LLC",750,6,1,0,44,08/01/2020,810255020087,,16.50,99.00,24.75,03/01/2024
64559,IMPORTED CORDIALS & LIQUEURS,THE BITTER TRUTH ELDERFLOWER LIQUEUR,557,"WORLDWIDE LIBATIONS, LLC",750,6,1,0,44,08/01/2020,810255020100,,16.50,99.00,24.75,03/01/2024
64571,IMPORTED FLAVORED VODKA,CIROC PINEAPPLE,260,DIAGEO AMERICAS,200,24,1,0,70,08/01/2014,88076179066,,5.00,120.00,7.50,03/01/2024
64572,IMPORTED FLAVORED VODKA,CIROC PINEAPPLE,260,DIAGEO AMERICAS,375,12,1,0,70,08/01/2014,88076179073,,9.25,111.00,13.88,03/01/2024
64573,IMPORTED FLAVORED VODKA,CIROC PINEAPPLE,260,DIAGEO AMERICAS,750,12,1,0,70,08/01/2014,88076179080,10088004015142,16.49,197.88,24.74,03/01/2024
64599,AMERICAN CORDIALS & LIQUEURS,CARAVELLA LIMONCELLO MINI,421,SAZERAC COMPANY  INC,50,10,12,0,56,06/01/2022,80660776231,,5.16,51.60,7.74,03/01/2024
64601,IMPORTED CORDIALS & LIQUEURS,CARAVELLA LIMONCELLO,421,SAZERAC COMPANY  INC,750,6,1,0,56,06/01/2010,80660776057,,11.75,70.50,17.63,03/01/2024
64620,IMPORTED BRANDIES,CAPEL PREMIUM PISCO,460,SHAW-ROSS INTERNATIONAL,750,12,1,0,80,07/01/2022,88320152012,,9.52,114.24,14.28,03/01/2024
64634,IMPORTED CORDIALS & LIQUEURS,CAMPARI,619,CAMPARI AMERICA,375,12,1,0,48,04/01/2020,88734100708,10088004015142,9.00,108.00,13.50,03/01/2024
64636,IMPORTED CORDIALS & LIQUEURS,CAMPARI ITALIAN APERITIVO,619,CAMPARI AMERICA,750,12,1,0,48,11/01/1974,721059047500,10088004015142,17.50,210.00,26.25,03/01/2024
64645,IMPORTED CORDIALS & LIQUEURS,DOMAINE DE CANTON,259,HEAVEN HILL BRANDS,750,6,1,0,56,06/01/2014,793573762764,10088004015142,17.50,105.00,26.25,03/01/2024
64667,IMPORTED CORDIALS & LIQUEURS,CELTIC HONEY LIQUEUR,434,LUXCO INC,750,6,1,0,60,09/01/2021,88352136134,10088004015142,12.50,75.00,18.75,03/01/2024
64676,IMPORTED CORDIALS & LIQUEURS,CHAMBORD LIQUEUR ROYALE DE FRANCE,085,BROWN FORMAN CORP.,750,12,1,0,33,02/07/1989,83300034531,10088004015142,20.00,240.00,30.00,03/01/2024
64489,TEMPORARY & SPECIALTY PACKAGES,CAROLANS SALTED CARAMEL,259,HEAVEN HILL BRANDS,750,6,1,0,34,06/01/2019,810845030083,10088004015142,9.50,57.00,14.25,03/01/2024
64711,IMPORTED FLAVORED VODKA,CIROC PEACH,260,DIAGEO AMERICAS,375,12,1,0,70,12/03/2012,88076177390,,9.25,111.00,13.88,03/01/2024
64715,IMPORTED FLAVORED VODKA,CIROC PEACH,260,DIAGEO AMERICAS,1000,12,1,0,70,03/01/2015,88076177413,,22.74,272.88,34.11,03/01/2024
64716,IMPORTED FLAVORED VODKA,CIROC PEACH,260,DIAGEO AMERICAS,750,12,1,0,70,04/01/2013,88076177406,,16.49,197.88,24.74,03/01/2024
64722,IMPORTED FLAVORED VODKA,CIROC PEACH,260,DIAGEO AMERICAS,200,24,1,0,70,12/03/2012,88076178403,,5.00,120.00,7.50,03/01/2024
64736,NEUTRAL GRAIN SPIRITS,PATRON CITRONGE LIQUEUR,035,BACARDI USA INC,750,12,1,0,70,11/01/2005,721733700042,,14.17,170.04,21.26,03/01/2024
64752,IMPORTED FLAVORED VODKA,CIROC RED BERRY,260,DIAGEO AMERICAS,1000,12,1,0,70,02/01/2015,88076175068,,22.75,273.00,34.13,03/01/2024
64753,IMPORTED DISTILLED SPIRITS SPECIALTY,CHUM CHURUM ORIGINAL SOJU,205,E & J GALLO WINERY,375,20,1,0,33,04/01/2024,649241861034,10083664874139,3.05,61.00,4.58,03/01/2024
64755,IMPORTED FLAVORED VODKA,CIROC RED BERRY,260,DIAGEO AMERICAS,750,12,1,0,70,11/27/2012,88076175051,,16.49,197.88,24.74,03/01/2024
64759,IMPORTED FLAVORED VODKA,CIROC RED BERRY,260,DIAGEO AMERICAS,200,24,1,0,70,07/01/2012,88076177802,,5.00,120.00,7.50,03/01/2024
64762,IMPORTED FLAVORED VODKA,CIROC RED BERRY,260,DIAGEO AMERICAS,375,12,1,0,70,02/01/2012,88076175044,,9.25,111.00,13.88,03/01/2024
64769,IMPORTED CORDIALS & LIQUEURS,COMBIER L'ORIGINAL LIQUEUR D'ORANGE,305,MHW LTD,750,12,1,0,80,04/01/2020,83300034531,10088004015142,18.66,223.92,27.99,03/01/2024
64774,IMPORTED CORDIALS & LIQUEURS,COINTREAU LIQUEUR,389,REMY COINTREAU USA INC,375,24,1,0,80,05/01/2015,87236565206,,11.12,266.88,16.68,03/01/2024
64776,IMPORTED CORDIALS & LIQUEURS,COINTREAU LIQUEUR,389,REMY COINTREAU USA INC,750,12,1,0,80,05/01/1972,87236565107,10083664874139,22.98,275.76,34.47,03/01/2024
64811,AMERICAN CORDIALS & LIQUEURS,ROMANA BLACK MINI,421,SAZERAC COMPANY  INC,50,10,12,0,80,06/01/2023,80480988722,10083664874139,6.00,60.00,9.00,03/01/2024
64816,IMPORTED CORDIALS & LIQUEURS,ROMANA BLACK SAMBUCA,421,SAZERAC COMPANY  INC,750,12,1,0,80,02/01/1993,88004037505,,14.00,168.00,21.00,03/01/2024
64854,AMERICAN CORDIALS & LIQUEURS,DORDA DOUBLE CHOCOLATE LIQUEUR,305,MHW LTD,750,6,1,0,36,10/01/2022,852935001337,10083664874139,11.00,66.00,16.50,03/01/2024
64858,WHISKEY LIQUEUR,FIREBALL CINNAMON WHISKEY MINI DISPENSER,421,SAZERAC COMPANY  INC,50,1,60,0,66,12/01/2011,88004144708,,25.80,25.80,38.70,03/01/2024
64863,WHISKEY LIQUEUR,FIREBALL CINNAMON WHISKEY,421,SAZERAC COMPANY  INC,200,48,1,0,66,09/01/2014,88004144739,,2.50,120.00,3.75,03/01/2024
64864,WHISKEY LIQUEUR,FIREBALL CINNAMON WHISKEY,421,SAZERAC COMPANY  INC,375,24,1,0,66,05/01/2014,88004144722,,5.33,127.92,8.00,03/01/2024
64865,WHISKEY LIQUEUR,FIREBALL CINNAMON WHISKEY PET,421,SAZERAC COMPANY  INC,750,12,1,0,66,06/01/2012,88004144692,,9.00,108.00,13.50,03/01/2024
64866,WHISKEY LIQUEUR,FIREBALL CINNAMON WHISKEY,421,SAZERAC COMPANY  INC,750,12,1,0,80,04/01/2001,88004146689,,9.00,108.00,13.50,03/01/2024
64867,WHISKEY LIQUEUR,FIREBALL CINNAMON WHISKEY,421,SAZERAC COMPANY  INC,1000,12,1,0,80,04/01/2001,88004144678,,12.00,144.00,18.00,03/01/2024
64868,WHISKEY LIQUEUR,FIREBALL CINNAMON WHISKEY,421,SAZERAC COMPANY  INC,1750,6,1,0,66,07/01/2011,88004009281,,16.00,96.00,24.00,03/01/2024
64870,WHISKEY LIQUEUR,FIREBALL CINNAMON WHISKEY,421,SAZERAC COMPANY  INC,100,48,1,0,66,06/01/2015,88004009373,,1.00,48.00,1.50,03/01/2024
64876,IMPORTED CORDIALS & LIQUEURS,DRAMBUIE LIQUEUR,240,WILLIAM GRANT & SONS INC,750,12,1,0,80,05/01/1980,80480302023,10088004015142,24.00,288.00,36.00,03/01/2024
64892,WHISKEY LIQUEUR,DUBLINER HONEYCOMB LIQUEUR,305,MHW LTD,750,6,1,0,60,02/01/2017,84279996301,,17.50,105.00,26.25,03/01/2024
64904,WHISKEY LIQUEUR,FIREBALL CINNAMON WHISKEY PET,421,SAZERAC COMPANY  INC,1750,6,1,0,66,03/01/2019,88004026172,,16.00,96.00,24.00,03/01/2024
64912,IMPORTED FLAVORED VODKA,CIROC MANGO,260,DIAGEO AMERICAS,200,24,1,0,70,10/01/2016,88076180871,,5.00,120.00,7.50,03/01/2024
64913,IMPORTED FLAVORED VODKA,CIROC MANGO,260,DIAGEO AMERICAS,375,12,1,0,70,10/01/2016,88076180680,10088004015142,9.25,111.00,13.88,03/01/2024
64914,IMPORTED FLAVORED VODKA,CIROC MANGO,260,DIAGEO AMERICAS,750,12,1,0,70,10/01/2016,88076180697,,16.49,197.88,24.74,03/01/2024
64920,100% AGAVE TEQUILA,DULCE VIDA GRAPEFRUIT,342,DV SPIRITS LLC,750,12,1,0,70,03/01/2020,898432002507,,13.00,156.00,19.50,03/01/2024
64922,100% AGAVE TEQUILA,DULCE VIDA LIME,342,DV SPIRITS LLC,750,12,1,0,70,03/01/2020,898432002477,,13.00,156.00,19.50,03/01/2024
64933,100% AGAVE TEQUILA,1800 COCONUT,395,PROXIMO,750,12,1,0,70,03/01/2012,811538010375,,16.50,198.00,24.75,03/01/2024
64955,100% AGAVE TEQUILA,DULCE VIDA PINEAPPLE JALAPENO,342,DV SPIRITS LLC,750,12,1,0,70,03/01/2020,898432002637,,13.00,156.00,19.50,03/01/2024
64973,IMPORTED DISTILLED SPIRITS SPECIALTY,SOONHARI APPLE SOJU,205,E & J GALLO WINERY,375,20,1,0,24,04/01/2024,643303996061,10083664874139,3.05,61.00,4.58,03/01/2024
64975,IMPORTED DISTILLED SPIRITS SPECIALTY,SOONHARI PEACH SOJU,205,E & J GALLO WINERY,375,20,1,0,24,04/01/2024,643485994480,10083664874139,3.05,61.00,4.58,03/01/2024
64976,IMPORTED CORDIALS & LIQUEURS,FERNET BRANCA LIQUEUR - USE CODE 65467,368,PARK STREET IMPORTS,750,6,1,0,78,07/01/2015,84105307509,,18.62,111.72,27.93,03/01/2024
64996,IMPORTED CORDIALS & LIQUEURS,FRANGELICO LIQUEUR,619,CAMPARI AMERICA,750,12,1,0,40,08/01/1979,721059987509,,16.50,198.00,24.75,03/01/2024
65013,WHISKEY LIQUEUR,FIREBALL CINNAMON WHISKEY MINI SLEEVE,421,SAZERAC COMPANY  INC,50,12,10,0,66,09/01/2019,88004020491,,4.30,51.60,6.45,03/01/2024
65016,IMPORTED CORDIALS & LIQUEURS,PATRON CITRONGE PINEAPPLE,035,BACARDI USA INC,750,12,1,0,70,10/01/2018,721733703531,10088004015142,14.17,170.04,21.26,03/01/2024
65047,AMERICAN CORDIALS & LIQUEURS,DORDA SEA SALT CARAMEL LIQUEUR,305,MHW LTD,750,6,1,0,36,10/01/2022,852935001702,10083664874139,11.00,66.00,16.50,03/01/2024
65061,IMPORTED SCHNAPPS,GOLDSCHLAGER CINNAMON SCHNAPPS MINI,421,SAZERAC COMPANY  INC,50,10,12,0,87,03/01/2000,86767500120,,6.00,60.00,9.00,03/01/2024
65066,IMPORTED SCHNAPPS,GOLDSCHLAGER CINNAMON SCHNAPPS,421,SAZERAC COMPANY  INC,750,12,1,0,87,11/01/1993,86767500069,,13.50,162.00,20.25,03/01/2024
65111,IMPORTED CORDIALS & LIQUEURS,GALLIANO L'AUTENTICO,305,MHW LTD,375,12,1,0,84,04/01/2019,80915112111,10088004015142,10.75,129.00,16.13,03/01/2024
65125,IMPORTED CORDIALS & LIQUEURS,GRAND MARNIER CORDON ROUGE,619,CAMPARI AMERICA,375,12,1,0,80,10/01/2014,649188900469,,11.00,132.00,16.50,03/01/2024
65126,IMPORTED CORDIALS & LIQUEURS,GRAND MARNIER CORDON ROUGE,619,CAMPARI AMERICA,750,12,1,0,80,05/01/1973,649188900476,,23.50,282.00,35.25,03/01/2024
65127,IMPORTED CORDIALS & LIQUEURS,GRAND MARNIER CORDON ROUGE,619,CAMPARI AMERICA,1000,6,1,0,80,01/01/2001,649188900483,,25.50,153.00,38.25,03/01/2024
65144,IMPORTED CORDIALS & LIQUEURS,IL TRAMONTO LIMONCELLO,772,INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP,750,6,1,0,60,05/01/2014,84279979472,,11.00,66.00,16.50,03/01/2024
65151,IMPORTED CORDIALS & LIQUEURS,IL TRAMONTO AMARETTO,772,INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP,750,6,1,0,56,07/01/2020,84279993843,10088004015142,10.50,63.00,15.75,03/01/2024
647,TEMPORARY & SPECIALTY PACKAGES,KAHLUA W/ABSOLUT 50ML & GLASS,370,PERNOD RICARD USA,750,6,1,0,40,11/01/2021,88320152012,,12.49,74.94,16.49,03/01/2024
65191,IMPORTED CORDIALS & LIQUEURS,HPNOTIQ MINI,259,HEAVEN HILL BRANDS,50,8,12,0,34,05/01/2006,736040012771,,12.44,99.52,18.66,03/01/2024
65194,IMPORTED CORDIALS & LIQUEURS,HPNOTIQ,259,HEAVEN HILL BRANDS,375,12,1,0,34,07/01/2003,736040012856,10088004015142,7.00,84.00,10.50,03/01/2024
65195,IMPORTED CORDIALS & LIQUEURS,HPNOTIQ,259,HEAVEN HILL BRANDS,750,6,1,0,34,02/01/2003,736040011064,,12.00,72.00,18.00,03/01/2024
65198,CREAM LIQUEURS,TEQUILA ROSE STRAWBERRY,300,MCCORMICK DISTILLING CO.,1750,6,1,0,30,07/01/2021,85592121029,,23.50,141.00,35.25,03/01/2024
65199,CREAM LIQUEURS,TEQUILA ROSE LIQUEUR,300,MCCORMICK DISTILLING CO.,1000,12,1,0,30,01/01/2000,85592121036,,13.50,162.00,20.25,03/01/2024
65200,CREAM LIQUEURS,TEQUILA ROSE LIQUEUR,300,MCCORMICK DISTILLING CO.,750,12,1,0,30,04/01/2007,85592121043,10088004015142,12.50,150.00,18.75,03/01/2024
65204,CREAM LIQUEURS,TEQUILA ROSE LIQUEUR MINI,300,MCCORMICK DISTILLING CO.,50,6,10,0,30,05/01/2005,85592121081,,5.90,35.40,8.85,03/01/2024
65209,CREAM LIQUEURS,TEQUILA ROSE STRAWBERRY,300,MCCORMICK DISTILLING CO.,375,12,1,0,30,07/01/2021,85592121067,,8.49,101.88,12.74,03/01/2024
65214,IMPORTED DISTILLED SPIRITS SPECIALTY,SOONHARI STRAWBERRY SOJU,205,E & J GALLO WINERY,375,20,1,0,24,04/01/2024,643485994480,10083664874139,3.05,61.00,4.58,03/01/2024
65232,IMPORTED DRY GINS,HENDRICKS ORBIUM,240,WILLIAM GRANT & SONS INC,750,6,1,0,86,05/01/2019,83664873678,,23.00,138.00,34.50,03/01/2024
65251,IMPORTED CORDIALS & LIQUEURS,JAGERMEISTER LIQUEUR MINI,192,"MAST-JAGERMEISTER US, INC",50,5,24,0,70,07/01/1993,83089660112,10088004015142,36.84,184.20,55.26,03/01/2024
65253,IMPORTED CORDIALS & LIQUEURS,JAGERMEISTER LIQUEUR,192,"MAST-JAGERMEISTER US, INC",200,48,1,0,70,05/01/2004,83089660402,,4.36,209.28,6.54,03/01/2024
65254,IMPORTED CORDIALS & LIQUEURS,JAGERMEISTER LIQUEUR,192,"MAST-JAGERMEISTER US, INC",375,24,1,0,70,10/01/1991,83089660358,,7.68,184.32,11.52,03/01/2024
65256,IMPORTED CORDIALS & LIQUEURS,JAGERMEISTER LIQUEUR,192,"MAST-JAGERMEISTER US, INC",750,12,1,0,70,05/01/1985,83089524001,,14.35,172.20,21.53,03/01/2024
65257,IMPORTED CORDIALS & LIQUEURS,JAGERMEISTER LIQUEUR,192,"MAST-JAGERMEISTER US, INC",1000,12,1,0,70,04/01/1991,83089660150,,17.42,209.04,26.13,03/01/2024
65258,IMPORTED CORDIALS & LIQUEURS,JAGERMEISTER LIQUEUR,192,"MAST-JAGERMEISTER US, INC",1750,6,1,0,70,03/01/2001,83089660174,,26.05,156.30,39.08,03/01/2024
65259,IMPORTED CORDIALS & LIQUEURS,JAGERMEISTER LIQUEUR MINI MEISTERS,192,"MAST-JAGERMEISTER US, INC",20,12,10,0,70,05/01/2018,83089660501,10088004015142,5.63,67.56,8.45,03/01/2024
65260,IMPORTED CORDIALS & LIQUEURS,JAGERMEISTER COOLPACK DISCO,192,"MAST-JAGERMEISTER US, INC",375,12,1,0,70,03/01/2019,83089999892,,7.09,85.08,10.64,03/01/2024
65307,IMPORTED DRY GINS,HENDRICKS MIDSUMMER SOLSTICE DISCO,240,WILLIAM GRANT & SONS INC,750,6,1,0,86,05/01/2019,83664874125,,20.00,120.00,30.00,03/01/2024
65156,TEMPORARY & SPECIALTY PACKAGES,GRAND MARNIER CUVEE LOUIS ALEXANDRE,619,CAMPARI AMERICA,750,6,1,0,80,05/01/2020,649188900551,10088004015142,35.00,210.00,52.50,03/01/2024
65362,AMERICAN CORDIALS & LIQUEURS,DORDA COCONUT LIQUEUR,305,MHW LTD,750,6,1,0,36,10/01/2022,852935001764,10083664874139,11.00,66.00,16.50,03/01/2024
65367,IMPORTED CORDIALS & LIQUEURS,JAGERMEISTER COLD BREW COFFEE LIQUEUR MINI,192,"MAST-JAGERMEISTER US, INC",50,5,24,0,66,03/01/2020,83089000147,,36.84,184.20,55.26,03/01/2024
65368,IMPORTED CORDIALS & LIQUEURS,JAGERMEISTER COLD BREW COFFEE LIQUEUR,192,"MAST-JAGERMEISTER US, INC",750,6,1,0,66,03/01/2020,83089000130,,14.35,86.10,21.53,03/01/2024
65332,TEMPORARY & SPECIALTY PACKAGES,CIROC WHITE GRAPE,260,DIAGEO AMERICAS,750,12,1,0,70,10/01/2020,88076183896,,16.49,197.88,24.74,03/01/2024
65416,IRISH WHISKIES,JAMESON COLD BREW,370,PERNOD RICARD USA,750,6,1,0,60,03/01/2020,80432115619,,16.49,98.94,24.74,03/01/2024
65426,IMPORTED CORDIALS & LIQUEURS,LICOR 43,368,PARK STREET IMPORTS,750,12,1,0,62,06/01/2011,83664853540,,14.50,174.00,21.75,03/01/2024
65427,IMPORTED CORDIALS & LIQUEURS,LICOR 43 ORIGINAL LIQUEUR,368,PARK STREET IMPORTS,1000,12,1,0,62,04/01/2022,29929115404,10088004015142,18.00,216.00,27.00,03/01/2024
65415,TEMPORARY & SPECIALTY PACKAGES,JAMESON COLD BREW MINI,370,PERNOD RICARD USA,50,1,120,0,60,12/01/2023,80432115886,10083664874139,39.60,39.60,59.40,03/01/2024
65429,TEMPORARY & SPECIALTY PACKAGES,LUCKY CAT BAIJU,100,AIKO IMPORTERS INC,750,6,1,0,84,09/01/2022,737787216446,,45.00,270.00,67.50,03/01/2024
65443,IMPORTED DISTILLED SPIRITS SPECIALTY,CARPANO BOTANIC BITTER,368,PARK STREET IMPORTS,1000,6,1,0,50,09/01/2021,898563002612,10088004015142,18.48,110.88,27.72,03/01/2024
65450,IMPORTED VODKAS,GREY GOOSE ESSENCES STRAWBERRY & LEMONGRASS MINI,035,BACARDI USA INC,50,8,12,0,60,02/01/2021,80480986049,,19.92,159.36,29.88,03/01/2024
65451,IMPORTED VODKAS,GREY GOOSE STRAWBERRY & LEMONGRASS,035,BACARDI USA INC,750,6,1,0,60,02/01/2021,80480985707,,15.50,93.00,23.25,03/01/2024
65453,IMPORTED VODKAS,GREY GOOSE ESSENCES WATERMELON & BASIL MINI,035,BACARDI USA INC,50,8,12,0,60,02/01/2021,80480985691,,19.92,159.36,29.88,03/01/2024
65454,IMPORTED VODKAS,GREY GOOSE ESSENCES WATERMELON & BASIL,035,BACARDI USA INC,750,6,1,0,60,02/01/2021,80480985721,,15.00,90.00,22.50,03/01/2024
65456,IMPORTED VODKAS,GREY GOOSE ESSENCES WHITE PEACH & ROSEMARY MINI,035,BACARDI USA INC,50,8,12,0,60,02/01/2021,80480986056,,19.92,159.36,29.88,03/01/2024
65457,IMPORTED VODKAS,GREY GOOSE ESSENCES WHITE PEACH & ROSEMARY,035,BACARDI USA INC,750,6,1,0,60,02/01/2021,80480985745,,15.00,90.00,22.50,03/01/2024
65466,IMPORTED CORDIALS & LIQUEURS,FERNET BRANCA BITTERS,368,PARK STREET IMPORTS,375,12,1,0,78,09/01/2021,898563002636,,10.64,127.68,15.96,03/01/2024
65467,IMPORTED CORDIALS & LIQUEURS,FERNET BRANCA,368,PARK STREET IMPORTS,750,6,1,0,78,02/01/2021,898563002629,,20.26,121.56,30.39,03/01/2024
65430,TEMPORARY & SPECIALTY PACKAGES,GOLDSCHLAGER BRICK OF GOLD MINIS,421,SAZERAC COMPANY  INC,50,12,10,0,87,09/01/2021,88004040802,10088004015142,4.30,51.60,6.45,03/01/2024
65487,IRISH WHISKIES,JAMESON ORANGE,370,PERNOD RICARD USA,750,6,1,0,60,12/01/2021,80432117330,,14.99,89.94,22.49,03/01/2024
65495,IRISH WHISKIES,JAMESON ORANGE MINI,370,PERNOD RICARD USA,50,12,10,0,60,03/01/2024,80432400708,,13.20,158.40,19.80,03/01/2024
65482,TEMPORARY & SPECIALTY PACKAGES,HENDRICKS LUNAR,240,WILLIAM GRANT & SONS INC,750,6,1,0,87,07/01/2021,83664874408,10088004015142,20.50,123.00,30.75,03/01/2024
65518,IRISH WHISKIES,JAMESON ORANGE,370,PERNOD RICARD USA,1000,12,1,15,80,03/01/2024,80432117439,10083664874139,20.98,251.76,31.47,03/01/2024
65519,IRISH WHISKIES,JAMESON ORANGE,370,PERNOD RICARD USA,1750,6,1,15,80,03/01/2024,80432117446,10083664874139,35.48,212.88,53.22,03/01/2024
65527,COCKTAILS/RTD,THE GLENLIVET TWIST & MIX NEW MANHATTAN,370,PERNOD RICARD USA,375,12,1,0,80,11/01/2023,80432000038,10083664874139,9.99,119.88,14.99,03/01/2024
65533,SCOTCH WHISKIES,BUCHANANS PINEAPPLE,260,DIAGEO AMERICAS,750,12,1,0,70,03/01/2023,88076187245,10083664874139,20.99,251.88,31.49,03/01/2024
65536,IMPORTED CORDIALS & LIQUEURS,LUCID ABSINTHE,971,HOOD RIVER DISTILLERS,750,6,1,0,124,10/01/2015,84104440016,10088004015142,32.50,195.00,48.75,03/01/2024
65543,IMPORTED CORDIALS & LIQUEURS,LICOR 43 CHOCOLATE,368,PARK STREET IMPORTS,750,6,1,0,32,12/01/2022,29929115480,10083664874139,16.49,98.94,24.74,03/01/2024
65556,IMPORTED CORDIALS & LIQUEURS,LUXARDO AMARETTO,391,HOTALING & CO,750,12,1,0,56,07/01/2021,87229127305,,16.48,197.76,24.72,03/01/2024
65561,IMPORTED DRY GINS,DRUMSHANBO CALIFORNIA CITRUS IRISH GIN,357,PALM BAY INTERNATIONAL,750,6,1,0,86,06/01/2023,86785091167,10083664874139,20.84,125.04,31.26,03/01/2024
65625,IMPORTED CORDIALS & LIQUEURS,KUBLER ABSINTHE SWISS SUPERIEURE,558,ALTAMAR BRANDS LLC,375,12,1,0,106,10/01/2022,898627001346,10083664874139,18.67,224.04,28.01,03/01/2024
65627,IMPORTED DISTILLED SPIRITS SPECIALTY,CHOYA UJI GREEN TEA UMESHU,927,CHOYA UMESHU USA INC.,750,6,1,0,15,09/01/2023,781682119500,10083664874139,14.50,87.00,21.75,03/01/2024
65628,IMPORTED DISTILLED SPIRITS SPECIALTY,CHOYA YUZU LIQUEUR,927,CHOYA UMESHU USA INC.,750,6,1,0,30,09/01/2023,781682117780,10083664874139,14.00,84.00,21.00,03/01/2024
65639,IMPORTED CORDIALS & LIQUEURS,CHOYA GOLDEN UME FRUITS,927,CHOYA UMESHU USA INC.,750,12,1,0,30,09/01/2023,781682117964,10083664874139,11.00,132.00,16.50,03/01/2024
65507,TEMPORARY & SPECIALTY PACKAGES,DRUMSHANBO SARDINIAN CITRUS IRISH GIN,357,PALM BAY INTERNATIONAL,750,6,1,0,86,06/01/2023,86785091105,,21.00,126.00,31.50,03/01/2024
65715,TEMPORARY & SPECIALTY PACKAGES,173 CRAFT DISTILLERY SPICED RUM,796,173 CRAFT DISTILLERY,750,12,1,0,80,12/01/2023,850041913131,10083664874139,13.32,159.84,19.98,03/01/2024
65737,IMPORTED DRY GINS,HENDRICKS FLORA ADORA,240,WILLIAM GRANT & SONS INC,750,6,1,0,87,06/01/2023,83664874965,10083664874139,22.00,132.00,33.00,03/01/2024
65729,TEMPORARY & SPECIALTY PACKAGES,FIERO HABANERO TEQUILA,391,HOTALING & CO,750,6,1,0,80,08/01/2023,87229211035,10083664874139,20.00,120.00,30.00,03/01/2024
65745,IOWA SPIRITS MANUFACTURERS,DON AGAVE ALEBRIJE,353,"JOHN ERNEST DISTILLERY, INC.",750,12,1,12,80,07/01/2021,867971000367,,12.50,150.00,18.75,03/01/2024
65748,IOWA SPIRITS MANUFACTURERS,DON AGAVE BARREL RESTED,353,"JOHN ERNEST DISTILLERY, INC.",1000,12,1,12,80,07/01/2021,80432400708,,7.84,94.08,11.76,03/01/2024
6575,TEMPORARY & SPECIALTY PACKAGES,ARDBEG ANAMORPHIC,420,MOET HENNESSY USA,750,6,1,0,96,11/01/2023,81753838621,10083664874139,105.25,631.50,157.88,03/01/2024
65750,IOWA SPIRITS MANUFACTURERS,DON AGAVE GOLD,353,"JOHN ERNEST DISTILLERY, INC.",1000,12,1,1,80,07/01/2019,867971000336,,5.25,63.00,7.88,03/01/2024
65753,IMPORTED DRY GINS,HENDRICKS GRAND CABARET GIN,240,WILLIAM GRANT & SONS INC,750,6,1,0,87,01/01/2024,83664107315,10083664874139,22.00,132.00,33.00,03/01/2024
